text,span,label,ordinal
"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",rubber enclosure,positive,0
"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",edge,negative,0
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",multi-touch gestures,positive,0
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",tracking area,positive,0
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",external mouse,neutral,0
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",gaming,neutral,0
The speed is incredible and I am more than satisfied.,speed,positive,0
This laptop meets every expectation and Windows 7 is great!,Windows 7,positive,0
I can barely use any usb devices because they will not stay connected properly.,usb devices,negative,0
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,software,neutral,0
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,system,negative,0
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,syncing,positive,0
"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!","30"" HD Monitor",positive,0
"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",screen,neutral,0
The machine is slow to boot up and occasionally crashes completely.,boot up,negative,0
"After paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.",service,negative,0
I love the operating system and the preloaded software.,operating system,positive,0
I love the operating system and the preloaded software.,preloaded software,positive,0
The best thing about this laptop is the price along with some of the newer features.,price,positive,0
The best thing about this laptop is the price along with some of the newer features.,features,positive,0
"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",clock in BIOS setup,negative,0
but now i have realized its a problem with this brand.,brand,negative,0
I sent it back to Toshiba twice they covered it under the  warranty.,warranty,positive,0
I was looking for a mac which is portable and has all the features that I was looking for.,features,positive,0
Also kinda loud when the fan was running.,fan,negative,0
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",Customer Service number,neutral,0
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative,0
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,negative,0
The keyboard is too slick.,keyboard,negative,0
Nightly my computer defrags itself and runs a virus scan.,virus scan,neutral,0
"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,negative,0
It's just as fast with one program open as it is with sixteen open.,program,neutral,0
"Still under warrenty so called Toshiba, no help at all.",warrenty,negative,0
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,negative,0
Amazing Quality!,Quality,positive,0
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral,0
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,positive,0
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral,0
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,neutral,0
"A month or so ago, the freaking motherboard just died.",motherboard,negative,0
"If a website ever freezes (which is rare), its really easy to force quit.",force quit,positive,0
It rarely works and when it does it's incredibly slow.,works,negative,0
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,positive,0
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,neutral,0
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral,0
"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my Documents folder,negative,0
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative,0
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive,0
  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,negative,0
  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,negative,0
"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,negative,0
"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,negative,0
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,positive,0
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,negative,0
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,positive,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,positive,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,positive,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,positive,0
"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive,0
I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,neutral,0
I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral,0
"The battery life seems to be very good, and have had no issues with it.",battery life,positive,0
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,neutral,0
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,neutral,0
Going to bring it to service today.,service,neutral,0
"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,positive,0
"But we had paid for bluetooth, and there was none.",bluetooth,negative,0
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,neutral,0
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,negative,0
"It is always reliable, never bugged and responds well.",responds,positive,0
"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative,0
they had to replace the motherboard in April,motherboard,negative,0
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,negative,0
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,negative,0
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,positive,0
"Keyboard is great, very quiet for all the typing that I do.",Keyboard,positive,0
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,negative,0
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,positive,0
"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,positive,0
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive,0
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,neutral,0
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative,0
It weighed like seven pounds or something like that.,weighed,neutral,0
It weighed like seven pounds or something like that.,seven pounds,neutral,0
"2 months later, the battery went.",battery,negative,0
You may need to special order a bag.,bag,neutral,0
It's color is even cool.,color,positive,0
keys are all in weird places and is way too large for the way it is designed.,keys,negative,0
keys are all in weird places and is way too large for the way it is designed.,designed,negative,0
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,positive,0
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive,0
The keyboard feels good and I type just fine on it.,keyboard,positive,0
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral,0
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,positive,0
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,positive,0
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,positive,0
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,positive,1
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,positive,0
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",positive,0
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral,0
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive,0
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,positive,0
"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,negative,0
"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,negative,0
"I wish it had a webcam though, then it would be perfect!",webcam,negative,0
Another thing I might add is the battery life is excellent.,battery life,positive,0
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,positive,0
"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,positive,0
It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,negative,0
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,positive,0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative,0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative,1
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive,0
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,negative,0
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative,0
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,negative,0
"Great battery, speed, display.",battery,positive,0
"Great battery, speed, display.",speed,positive,0
"Great battery, speed, display.",display,positive,0
"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive,0
I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive,0
I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive,0
I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative,0
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,negative,0
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative,0
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative,0
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative,1
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative,1
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative,0
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative,0
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,0
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative,0
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,1
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative,0
"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive,0
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive,0
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive,0
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,positive,0
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,positive,0
The screen is very large and crystal clear with amazing colors and resolution.,screen,positive,0
The screen is very large and crystal clear with amazing colors and resolution.,colors,positive,0
The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive,0
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,0
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,negative,0
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,0
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative,0
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative,0
  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative,0
"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive,0
The start menu is not the easiest thing to navigate due to the stacking.,start menu,negative,0
The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative,0
Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative,0
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative,0
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative,0
Really like the textured surface which shows no fingerprints.,surface,positive,0
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive,0
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive,0
"High price tag, however.",price tag,negative,0
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,0
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative,0
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative,0
It is easy to use and lightweight.,use,positive,0
I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive,0
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral,0
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral,0
This laptop is a great price and has a sleek look.,price,positive,0
This laptop is a great price and has a sleek look.,look,positive,0
I especially like the keyboard which has chiclet type keys.,keyboard,positive,0
I especially like the keyboard which has chiclet type keys.,keys,positive,0
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative,0
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative,0
The gray color was a good choice.,gray color,positive,0
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative,0
I bought a protector for my key pad and it works great :),protector,neutral,0
I bought a protector for my key pad and it works great :),key pad,positive,0
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,0
It seems they could have updated XP and done without creating Vista.,XP,positive,0
It seems they could have updated XP and done without creating Vista.,Vista,negative,0
"  It is easy to use, fast and has great graphics for the money.",graphics,positive,0
"  It is easy to use, fast and has great graphics for the money.",use,positive,0
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive,0
only good thing is the graphics quality.,graphics quality,positive,0
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,negative,0
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative,0
The paint wears off easily due to the keyboard being farther back than usual.,paint,negative,0
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative,0
I always use a backup hard disk to store important files at all times.,hard disk,neutral,0
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive,negative,0
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,negative,0
But the screen size is not that bad for email and web browsing.,screen size,positive,0
But the screen size is not that bad for email and web browsing.,web browsing,neutral,0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral,0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,1
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,0
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,0
"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,0
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative,0
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",Software,negative,0
The i5 blows my desktop out of the water when it comes to rendering videos.,i5,negative,0
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral,0
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,neutral,0
"Am very glad I bought it, great netbook, low price.",price,positive,0
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,0
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,1
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral,0
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,2
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative,0
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive,0
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive,0
Wasted me at least 8 hours of installation time.,installation time,negative,0
"It has far exceeded my expectations for power, storage, and abilitiy.",power,positive,0
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,positive,0
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,positive,0
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,negative,0
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral,0
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive,0
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive,1
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,positive,0
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,positive,0
Mac is not made for gaming.,gaming,negative,0
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,positive,0
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,positive,0
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,negative,0
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,neutral,0
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,neutral,0
the programs are esay to use and are quick to process this computer works like a charm.,programs,positive,0
the programs are esay to use and are quick to process this computer works like a charm.,use,positive,0
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,negative,0
Sells for the same as a netbook without sacrificing size.,size,positive,0
"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty,neutral,0
"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,negative,0
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,negative,0
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,negative,0
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,negative,0
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",software,negative,0
None of the techs at HP knew what they were doing.,techs at HP,negative,0
"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card,negative,0
"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",audio,negative,0
The laptop was very easy to set up.,set up,positive,0
  Sometimes the screen even goes black on this computer.,screen,negative,0
I recommend for word processing and internet users.,word processing,positive,0
I recommend for word processing and internet users.,internet,positive,0
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad,positive,0
A longer battery life would have been great - but it meets it's spec quite easily.,spec,positive,0
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",HD,positive,0
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",graphics chip,positive,0
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",components,positive,0
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,positive,0
Its fast and another thing I like is that it has three USB ports.,USB ports,positive,0
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software,negative,0
That system is fixed.,system,neutral,0
Like the price and operation.,price,positive,0
Like the price and operation.,operation,positive,0
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",components,negative,0
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",ground loop isolator,neutral,0
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",price range,negative,0
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",quality,negative,0
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,warranty,neutral,0
"Once open, the leading edge is razor sharp.",leading edge,negative,0
Maximum sound isn't nearly as loud as it should be.,Maximum sound,negative,0
"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",price,negative,0
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,performance,negative,0
I hate the display screen and I have done everything I could do the change it.,display screen,negative,0
I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade,positive,0
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.",screen,negative,0
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.",cd drive,negative,0
It runs very quiet too which is a plus.,runs,positive,0
but it  has a major design flaw.,design,negative,0
"It was heavy,bulky, and hard to carry because of the size.",size,negative,0
The games included are very good games.,games,neutral,0
The games included are very good games.,games,positive,1
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",life,positive,0
Sometimes you really have to tap the pad to get it to worki,pad,negative,0
It's super fast and a great value for the price!,value,positive,0
It's super fast and a great value for the price!,price,positive,0
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",system performance,negative,0
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",linux based os,negative,0
A mac is very easy to use and it simply makes sense.,use,positive,0
It is so much easier to use,use,positive,0
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,virus protection,positive,0
"Three weeks after I bought the netbook, the screen quit working.",screen,negative,0
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",processor,positive,0
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OSX 16,positive,0
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",graphics,positive,0
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",hardware,neutral,0
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",software,neutral,0
